date,song,singer,streams,url_list,Company,Duration,gender,lang
2020-09-25--2020-10-02,Head & Heart (feat. MNEK),Joel Corry,"35,783",https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,Perfect Havoc Limited,166,Eng,Eng
2020-09-25--2020-10-02,別為我好,Angela Hui,"35,764",https://open.spotify.com/track/7mjD9lnV1pLw36tPcyPHF5,EEG Music,207,F,Can
2020-09-25--2020-10-02,Maria,Hwa Sa,"35,638",https://open.spotify.com/track/2kqnQCChvRpDRAasIwc4Rh,"sed by RBW, Inc.",199,F,Other
2020-09-25--2020-10-02,POPSTAR (feat. Drake),DJ Khaled,"35,262",https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq,OVO as licensed to We The Best/Epic Records,200,Eng,Eng
2020-09-25--2020-10-02,哪裡只得我共你,Dear Jane,"35,218",https://open.spotify.com/track/6oHNXUrt4s5JJIM1WoOwsZ,Warner Music Hong Kong Ltd.,270,F,Can
2020-09-25--2020-10-02,羅生門,"Juno Mak, Kay Tse","35,128",https://open.spotify.com/track/7xAVLrbnud6OrU6f4FmxDr,Silly Thing Records Company Ltd.,262,G,Can
2020-09-25--2020-10-02,天梯,C AllStar,"34,754",https://open.spotify.com/track/18zIfBQi4akd3aiTMlvYEY,Media Asia Music Limited,271,G,Can
2020-09-25--2020-10-02,So Called Love Song,AGA,"34,720",https://open.spotify.com/track/2uFETjfuRiyv5udYNhpAGh,Universal Music Ltd.,208,F,Can
2020-09-25--2020-10-02,Shallow,"Lady Gaga, Bradley Cooper","34,340",https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,"Interscope Records, Motion Picture Artwork © 2018 Warner Bros. Entertainment Inc. Motion Picture Photography © 2018 Warner Bros. Entertainment Inc. and Metro-Goldwyn-Mayer Inc.,",215,G,Eng
2020-09-25--2020-10-02,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,"34,112",https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,"Republic Records, a division of UMG Recordings, Inc. & Victor Victor Worldwide",190,Eng,Eng
2020-09-25--2020-10-02,Dance Monkey,Tones And I,"33,978",https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,Bad Batch Records,209,F,Eng
2020-09-25--2020-10-02,Intentions (feat. Quavo),Justin Bieber,"33,800",https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,"Def Jam Recordings, a division of UMG Recordings, Inc.",212,Eng,Eng
2020-09-25--2020-10-02,小幸運,Hebe Tien,"33,622",https://open.spotify.com/track/1ZeVIrCWzEmsJexkrgvjFv,HIM International Music,265,F,Man
2020-09-25--2020-10-02,LA DI DA,EVERGLOW,"33,537",https://open.spotify.com/track/60M8FSYZP8MA0Wy2huOADL,YUEHUA ENTERTAINMENT KOREA,210,G,Other
2020-09-25--2020-10-02,只是太愛你,Hins Cheung,"33,448",https://open.spotify.com/track/0s5GrkSNp9bfP2FtrtbiJ0,Universal Music Ltd.,248,Eng,Can
2020-09-25--2020-10-02,Perfect,Ed Sheeran,"33,323",https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,"Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company.",263,Eng,Eng
2020-09-25--2020-10-02,櫻花樹下,Hins Cheung,"33,316",https://open.spotify.com/track/2FgDWCqMCIAATvqr9ozeYm,Universal Music Ltd.,249,Eng,Can
2020-09-25--2020-10-02,Midnight Sky,Miley Cyrus,"33,134",https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,"RCA Records, a division of Sony Music Entertainment",223,F,Eng
2020-09-25--2020-10-02,到此為止,Shiga Lin,"32,990",https://open.spotify.com/track/57jgqH9etSfTvIJ7qYN1o5,Warner Music Hong Kong Ltd,261,F,Can
2020-09-25--2020-10-02,Something Just Like This,"The Chainsmokers, Coldplay","32,824",https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,Disruptor Records/Columbia Records,247,G,Eng
2020-09-25--2020-10-02,富士山下,Eason Chan,"32,794",https://open.spotify.com/track/3cthRwQ2X0SNTaauD7tjn5,Cinepoly Records Co. Ltd.,259,Eng,Can
2020-09-25--2020-10-02,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,"32,340",https://open.spotify.com/track/6iNH42q8haGYDYGhKK6XiJ,"Koyo Entertainment Co., Ltd.",237,F,Man
2020-09-25--2020-10-02,ROCKSTAR (feat. Roddy Ricch),DaBaby,"31,993",https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,Interscope Records,181,Eng,Eng
2020-09-25--2020-10-02,Rain On Me (with Ariana Grande),Lady Gaga,"31,633",https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,Interscope Records,182,F,Eng
2020-09-25--2020-10-02,cardigan,Taylor Swift,"31,615",https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,239,F,Eng
2020-09-25--2020-10-02,death bed (coffee for your head),"Powfu, beabadoobee","31,096",https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,Columbia Records [Robots and Humans].,173,G,Eng
2020-09-25--2020-10-02,Breaking Me,"Topic, A7S","30,973",https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,"Topic, under exclusive license to Universal Music GmbH",166,G,Eng
2020-09-25--2020-10-02,時光機,Terence Siufay,"30,638",https://open.spotify.com/track/53lFtfrl5Of2Hkr5eiNscQ,"Gold Typhoon Hong Kong, a Warner Music Group company",208,Eng,Can
2020-09-25--2020-10-02,美男子與香煙,Gin Lee,"30,338",https://open.spotify.com/track/28sJE8yhRUr1SSHR7utdnK,Universal Music Ltd.,268,F,Can
2020-09-25--2020-10-02,Don't Start Now,Dua Lipa,"30,233",https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,"Dua Lipa Limited under exclusive license to Warner Records UK, a division of Warner Music UK Limited",183,F,Eng
2020-09-25--2020-10-02,"10,000 Hours (with Justin Bieber)",Dan + Shay,"30,154",https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,Warner Music Nashville LLC.,167,G,Eng
2020-09-25--2020-10-02,大哥,Janice Vidal,"30,053",https://open.spotify.com/track/2fzOOTi4YDXENpUCr1fiaW,Amusic,235,F,Can
2020-09-25--2020-10-02,說散就散,JC 陳詠桐,"29,846",https://open.spotify.com/track/35fpQiijFocukVyzHCjhCn,Amusic,230,F,Can
2020-09-25--2020-10-02,別為我好 (我未夠好版),"Angela Hui, Phil Lam","29,684",https://open.spotify.com/track/64QzmIlqWatMTfUDuLp0wp,EEG Music,207,G,Eng
2020-09-25--2020-10-02,有心人,Leslie Cheung,"29,613",https://open.spotify.com/track/1eMujWp9h2cSEPIiO6xOhN,"Rock Records Co., Ltd.",268,Eng,Can
2020-09-25--2020-10-02,劫後餘生,Pakho Chau,"29,454",https://open.spotify.com/track/4EdauvO1Nr1bLeijHoyHWv,The Voice Entertainment Group Limited,232,Eng,Can
2020-09-25--2020-10-02,2002,Anne-Marie,"29,341",https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,"Major Tom's / Asylum Records, a division of Warner Music UK Limited with the exception of tracks 3 and 13 (P) 2015, track 17 (P) 2016 and tracks 2, 5, 9 (P) 2017 Major Tom's / Asylum Records, a division of Warner Music UK Limited and track 7 (P) 2018 Joytime Collective under exclusive licence to Asylum Records, a division of Warner Music UK Limited and track 18 (P)2018 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company",186,F,Eng
2020-09-25--2020-10-02,eight(Prod.&Feat. SUGA of BTS),IU,"29,300",https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe,"EDAM Entertainment,under license to Kakao Entertainment",167,F,Other
2020-09-25--2020-10-02,心之科學,Joey Yung,"29,256",https://open.spotify.com/track/1gVMd7oYGo6Whlgg7pAa7M,EEG Music,235,F,Can
2020-09-25--2020-10-02,追,Leslie Cheung,"29,233",https://open.spotify.com/track/66cBlqEs1viJJCE74CDfGB,"Rock Records Co., Ltd.",323,Eng,Can
2020-09-25--2020-10-02,Your Man,Joji,"29,214",https://open.spotify.com/track/6Vgtvd7I5yopJdBuxqjBd2,88rising Records/Warner Records Inc.,163,Eng,Eng
2020-09-25--2020-10-02,無賴,Ronald Cheng,"28,994",https://open.spotify.com/track/1zAFaIAd1kek5IEi5AwPvL,"Gold Typhoon Hong Kong, a Warner Music Group company",243,Eng,Can
2020-09-25--2020-10-02,Boy With Luv (feat. Halsey),BTS,"28,883",https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,BIGHIT MUSIC / HYBE,229,G,Other
2020-09-25--2020-10-02,Kill This Love,BLACKPINK,"28,844",https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,"YG Entertainment, distributed through Interscope Records",189,G,Other
2020-09-25--2020-10-02,bad guy,Billie Eilish,"28,674",https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,Darkroom/Interscope Records,194,F,Eng
2020-09-25--2020-10-02,Go Crazy,"Chris Brown, Young Thug","28,604",https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,"Chris Brown Entertainment, LLC, under exclusive license to RCA Records",176,G,Eng
2020-09-25--2020-10-02,不屑,Alien Huang,"28,474",https://open.spotify.com/track/4tEUV0FtpAQWRTKA2zh5JE,"Rock Records Co., Ltd.",277,Eng,Man
2020-09-25--2020-10-02,想見你想見你想見你,831,"28,127",https://open.spotify.com/track/5xXNCyjLt7CQiFzgUYN9US,"Rock Records Co., Ltd.",239,G,Man
2020-09-25--2020-10-02,如何忍眼淚,Sammi Cheng,"28,051",https://open.spotify.com/track/2DxCjDHRFrYbmB39qY44Yn,Media Asia Music Ltd.,229,F,Can
2020-09-25--2020-10-02,夜に駆ける,YOASOBI,"27,928",https://open.spotify.com/track/3dPtXHP0oXQ4HCWHsOA9js,YOASOBI,261,G,Other
2020-09-25--2020-10-02,單車,Eason Chan,"27,870",https://open.spotify.com/track/2AllsVsmrJkEwXPXwDBCQu,英皇娛樂 (Emperor Entertainment Group),211,Eng,Can
2020-09-25--2020-10-02,一對替代一個,JC 陳詠桐,"27,756",https://open.spotify.com/track/6fsLKcKyqD2I5gGtNijRcj,Amusic,256,F,Can
2020-09-25--2020-10-02,Put Your Records On,Ritt Momney,"27,717",https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,Disruptor Records/Columbia Records,210,Eng,Eng
2020-09-25--2020-10-02,Before You Go,Lewis Capaldi,"27,650",https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,Universal Music GmbH,215,Eng,Eng
2020-09-25--2020-10-02,Circles,Post Malone,"27,507",https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,"Republic Records, a division of UMG Recordings, Inc.",215,Eng,Eng
2020-09-25--2020-10-02,晴天,Jay Chou,"27,251",https://open.spotify.com/track/0F02KChKwbcQ3tk4q1YxLH,JVR Music International Ltd.,269,Eng,Man
2020-09-25--2020-10-02,長相廝守,ToNick,"27,233",https://open.spotify.com/track/44TjgDPUGUqU3ylA8tBkVf,3721 Productions,273,G,Can
2020-09-25--2020-10-02,Beautiful People (feat. Khalid),Ed Sheeran,"26,905",https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Warner Music UK Limited.,197,Eng,Eng
2020-09-25--2020-10-02,"讓愛高飛 - 劇集 ""多功能老婆"" 片尾曲",Pakho Chau,"26,900",https://open.spotify.com/track/7nIxo0dE9d4FBwPYhmdQae,The Voice Entertainment Group Limited,220,Eng,Can
2020-09-25--2020-10-02,Shape of You,Ed Sheeran,"26,121",https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,"Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company.",233,Eng,Eng
2020-09-25--2020-10-02,紅綠燈,Stephanie Cheng,"26,094",https://open.spotify.com/track/4gC2tQiPM301RiugLqvLBv,Neway Star Limited,237,F,Can
2020-09-25--2020-10-02,Smile (with The Weeknd),Juice WRLD,"26,091",https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF,"Grade A Productions, LLC, under exclusive license to Interscope Records",196,Eng,Eng
2020-09-25--2020-10-02,後來的我們,Mayday,"25,992",https://open.spotify.com/track/13AruKdh8wJhWx6i5dV8X1,Bin Music International Limited,346,G,Man
2020-09-25--2020-10-02,突然好想你,Mayday,"25,693",https://open.spotify.com/track/0IAgufC1FlOg1nZMmRZxRr,Bin Music International Limited,265,G,Man
2020-09-25--2020-10-02,Come & Go (with Marshmello),Juice WRLD,"25,536",https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,"Grade A Productions, LLC, under exclusive license to Interscope Records",205,Eng,Eng
2020-09-25--2020-10-02,春夏秋冬 A Balloon's Journey,Leslie Cheung,"25,515",https://open.spotify.com/track/01I5PszJ2fdDaKccLBgrCq,Universal Music Ltd.,252,Eng,Can
2020-09-25--2020-10-02,Sour Candy (with BLACKPINK),Lady Gaga,"25,295",https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u,Interscope Records,157,F,Eng
2020-09-25--2020-10-02,百年樹木,Hins Cheung,"25,283",https://open.spotify.com/track/5ql4tlxS3GtADNsSRi2GnW,EEG Music,306,Eng,Can
2020-09-25--2020-10-02,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,"25,273",https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,Artist Partners for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company.,217,Eng,Eng
2020-09-25--2020-10-02,粉碎糖果屋 (feat. Serrini),per se,"25,119",https://open.spotify.com/track/0EwBRXPsODlGonGQ67mFAb,Frenzi Music,280,G,Can
2020-09-25--2020-10-02,Kings & Queens,Ava Max,"25,108",https://open.spotify.com/track/1InCpEliLCkWHOBdXW7XSx,"tic Records, © 2020 Artist Partner Group, Inc.",162,F,Eng
2020-09-25--2020-10-02,兜圈 (偶像劇「必娶女人」片尾曲),Yoga Lin,"25,090",https://open.spotify.com/track/4ezCayon5X4bTBj6ztNlDH,HIM International Music,245,Eng,Man
2020-09-25--2020-10-02,my future,Billie Eilish,"24,901",https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C,Darkroom/Interscope Records,208,F,Eng
2020-09-25--2020-10-02,THE BADDEST,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends","24,713",https://open.spotify.com/track/2V4Fx72svQRxrFvNT1eq5f,Riot Games,162,G,Eng
2020-09-25--2020-10-02,零分,JUDE,"24,695",https://open.spotify.com/track/1HsWdmLSDdDel2Dl6ctSO2,Warner Music Hong Kong Ltd.,254,F,Can
2020-09-25--2020-10-02,Mojito,Jay Chou,"24,553",https://open.spotify.com/track/7BYMjh3vWnHU4IFyfZdIDO,JVR Music International Ltd,185,Eng,Man
2020-09-25--2020-10-02,If I Can't Have You,Shawn Mendes,"24,513",https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,"Island Records, a division of UMG Recordings, Inc.",191,Eng,Eng
2020-09-25--2020-10-02,無盡,Supper Moment,"24,325",https://open.spotify.com/track/6TNz79kvUVVQSM2EhZQVq8,,266,G,Can
2020-09-25--2020-10-02,Over Now (with The Weeknd),Calvin Harris,"24,297",https://open.spotify.com/track/58AGoOGbwsQMhBbH0eFLRR,Sony Music Entertainment UK Limited / XO Records/Republic Records,210,Eng,Eng
2020-09-25--2020-10-02,恨,Alfred Hui,"24,280",https://open.spotify.com/track/5kCxMdXyWsMRXFBPGnMov2,Warner Music Hong Kong Ltd.,259,Eng,Can
2020-09-25--2020-10-02,Break My Heart,Dua Lipa,"24,222",https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,"Dua Lipa Limited under exclusive license to Warner Records UK, a division of Warner Music UK Limited",221,F,Eng
2020-09-25--2020-10-02,高山低谷,Phil Lam,"24,165",https://open.spotify.com/track/75ZEiExjqAGBFmjlFPZPLY,Sony Music Entertainment Hong Kong Ltd.,267,Eng,Can
2020-09-25--2020-10-02,你是你本身的傳奇,Charmaine Fong,"24,105",https://open.spotify.com/track/5uMkdWf1H6JEcpcdnPOSZM,Strawberry Fields Ltd.,228,F,Can
2020-09-25--2020-10-02,"小謊言 - 劇集 ""那些我愛過的人” 主題曲",Shiga Lin,"24,001",https://open.spotify.com/track/0tVoBLKi55ICRM55taBdNP,The Voice Entertainment Group Limited,231,F,Can
2020-09-25--2020-10-02,my ex's best friend (with blackbear),Machine Gun Kelly,"23,869",https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl,Bad Boy/Interscope Records,139,Eng,Eng
2020-09-25--2020-10-02,Say You Won't Let Go,James Arthur,"23,657",https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,Sony Music Entertainment Germany GmbH,211,Eng,Eng
2020-09-25--2020-10-02,那些你很冒險的夢,JJ Lin,"23,628",https://open.spotify.com/track/5kZDxLcbqglZ2yYXg4Mkjc,WARNER MUSIC TAIWAN LIMITED,244,Eng,Man
2020-09-25--2020-10-02,等你下課,"Jay Chou, Gary Yang","23,374",https://open.spotify.com/track/76WthWB0v0KXUHZoAclMVV,JVR Music International Ltd.,270,G,Man
2020-09-25--2020-10-02,Roses - Imanbek Remix,SAINt JHN,"23,210",https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,Godd Complexx / HITCO,176,Eng,Eng
2020-09-25--2020-10-02,永遠飛行模式,Dear Jane,"23,207",https://open.spotify.com/track/62Fq89muy8ASOH0IQJvb3T,Warner Music Hong Kong Ltd.,240,F,Can
2020-09-25--2020-10-02,慢慢喜歡你,Karen Mok,"23,190",https://open.spotify.com/track/7EoyERNueJuFlQbyrRB0US,Mok-A-Bye Baby Music Limited,221,F,Can
2020-09-25--2020-10-02,I Don't Care (with Justin Bieber),Ed Sheeran,"23,180",https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Warner Music UK Limited.,219,Eng,Eng
2020-09-25--2020-10-02,合唱歌,"Juno Mak, Kay Tse","23,112",https://open.spotify.com/track/0yUl2N5Jj8zlvnYuSikfrL,Chapel of Dawn Company Ltd. & imagine.nation Music Group Ltd.,498,G,Can
2020-09-25--2020-10-02,以後別做朋友,Eric Chou,"23,026",https://open.spotify.com/track/7zyYmIdjqqiX6kLryb7QBx,Sony Music Entertainment Taiwan Ltd,260,Eng,Can
2020-09-25--2020-10-02,"凡人不懂愛 - 劇集 ""降魔的2.0"" 插曲",Hubert Wu,"23,003",https://open.spotify.com/track/6LBQlWn7kAohS6FQKqY6lG,The Voice Entertainment Group Limited,271,Eng,Can
2020-09-25--2020-10-02,戀無可戀,Leo Ku,"23,002",https://open.spotify.com/track/4zVevFBE0Ub4WaUS91f9g1,英皇娛樂 (Emperor Entertainment Group),255,Eng,Can
2020-09-25--2020-10-02,死性不改,Twins,"22,854",https://open.spotify.com/track/7aMEBZUCJFyV4VM60yEHtC,,230,G,Can
2020-09-25--2020-10-02,妳幸福嗎?,Hubert Wu,"22,793",https://open.spotify.com/track/5GtxlyD6lSrfo04lXfkjGx,The Voice Entertainment Group Limited,269,Eng,Can
2020-09-25--2020-10-02,Closer,"The Chainsmokers, Halsey","22,616",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,Disruptor Records/Columbia Records,244,G,Eng
2020-09-25--2020-10-02,逃生門 (feat. 王灝兒) - 門外版,"Endy Chow, JW","22,606",https://open.spotify.com/track/2WMOgfhslraKnEEbXSL5JJ,WOW Music Ltd. / Sunny Idea HK Ltd.,269,G,Can
2020-09-25--2020-10-02,說謊,Yoga Lin,"22,509",https://open.spotify.com/track/5EXpL9orGpIsscSyBgPdSx,HIM International Music Inc.,264,Eng,Man
2020-09-25--2020-10-02,小半生,JW,"22,271",https://open.spotify.com/track/1Pw9vrZzCGHBLHlGJJ4y9m,Sunny Idea HK Ltd.,252,F,Can
2020-09-25--2020-10-02,Photograph,Ed Sheeran,"22,203",https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,"Asylum Records UK, a Warner Music UK Company",258,Eng,Eng
2020-09-25--2020-10-02,What You Waiting For,JEON SOMI,"22,029",https://open.spotify.com/track/4CoxD8tetisleUQDA7vn1B,"THE BLACK LABEL, distributed through Interscope Records",175,F,Other
2020-09-25--2020-10-02,I'm Yours,Jason Mraz,"21,962",https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved.,242,Eng,Eng
2020-09-25--2020-10-02,Without You,高爾宣 OSN,"21,848",https://open.spotify.com/track/0KWnRv3wxjltYVB3MqjNd2,SKR Co. Ltd.,175,Eng,Man
2020-09-25--2020-10-02,分手總約在雨天,Charmaine Fong,"21,745",https://open.spotify.com/track/4F58voptx3uo1bNiJ6i1P9,Strawberry Fields Ltd.,247,F,Can
2020-09-25--2020-10-02,終身美麗 (電影“瘦身男女”主題曲),Sammi Cheng,"21,708",https://open.spotify.com/track/3ctJQ3riTHFk5A5SMDr1F7,Warner Music Hong kong Ltd.,206,F,Can
2020-09-25--2020-10-02,耿耿於懷,Juno Mak,"21,671",https://open.spotify.com/track/027DJzimsjm1M1hflEWLnv,,220,Eng,Can
2020-09-25--2020-10-02,Wonderful U,AGA,"21,621",https://open.spotify.com/track/2eSNpIOFoi1Q8wxw6CycXJ,Universal Music Ltd.,248,F,Can
2020-09-25--2020-10-02,7 rings,Ariana Grande,"21,593",https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,"Republic Records, a division of UMG Recordings, Inc.",178,F,Eng
2020-09-25--2020-10-02,"很久以後 - 電影《可不可以,你也剛好喜歡我》主題曲",G.E.M.,"21,586",https://open.spotify.com/track/6lZKB76djHxzO0p2Y3E8vj,"9 G Nation Limited exclusively licensed to Beijing Starbright Technical Services Co., Ltd.",290,F,Man
2020-09-25--2020-10-02,面具,Alfred Hui,"21,567",https://open.spotify.com/track/58SUsgamkW6vFFq0YNKGrf,,291,Eng,Can
2020-09-25--2020-10-02,What You Know Bout Love,Pop Smoke,"21,554",https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,"Republic Records, a division of UMG Recordings, Inc. & Victor Victor Worldwide",160,Eng,Eng
2020-09-25--2020-10-02,Faded,Alan Walker,"21,405",https://open.spotify.com/track/698ItKASDavgwZ3WjaWjtz,MER under exclusive license to Sony Music Entertainment Sweden AB,212,Eng,Eng
2020-09-25--2020-10-02,13樓的大笨象,Stephanie Cheng,"21,330",https://open.spotify.com/track/1Cn2n7LpjpiElg6IyKB9id,Starz Track Limited,293,F,Can
2020-09-25--2020-10-02,再不再見,C AllStar,"21,264",https://open.spotify.com/track/1kcNUj4udKEFesxdclbh8n,Media Asia Music Ltd.,255,G,Can
2020-09-25--2020-10-02,約定,Faye Wong,"21,264",https://open.spotify.com/track/7j3QVBjUqWBwxzOZ6Chybp,Cinepoly Records Co. Ltd.,266,F,Man
2020-09-25--2020-10-02,她說,JJ Lin,"21,259",https://open.spotify.com/track/632VyMrvhsHIsO4zq9khts,Ocean Butterflies,318,Eng,Man
2020-09-25--2020-10-02,如果雨之後,Eric Chou,"21,184",https://open.spotify.com/track/6kabSi7XCHHGThNme6J2tL,Sony Music Entertainment Taiwan Ltd.,281,Eng,Can
2020-09-25--2020-10-02,演員,Joker Xue,"21,155",https://open.spotify.com/track/6LunoYd3xpZ19sICOXS8Xd,北京海蝶音乐有限公司,261,Eng,Man
2020-09-25--2020-10-02,Call You Mine,"The Chainsmokers, Bebe Rexha","21,113",https://open.spotify.com/track/2oejEp50ZzPuQTQ6v54Evp,Disruptor Records/Columbia Records,217,G,Eng
2020-09-25--2020-10-02,"相愛很難 - 電影""男人四十""歌曲","Jacky Cheung, Anita Mui","20,957",https://open.spotify.com/track/6kZfjIUmJqQAosGKyOcOIk,What's Music International Incorporated,223,G,Can
2020-09-25--2020-10-02,"夢飛翔 - 劇集 ""那些我愛過的人"" 插曲","戴祖儀, 謝東閔","20,913",https://open.spotify.com/track/3eedMZVAKECLgtCzxDwTcP,The Voice Entertainment Group Limited,237,G,Can
2020-09-25--2020-10-02,紅蓮華,LiSA,"20,902",https://open.spotify.com/track/23DbzwNJSLo7nkSWjODMvY,"9),2020(1,3-6,8,10-13) Sony Music Labels Inc. / 2018(7),2019(2) Sony Music Entertainment (Japan) Inc.",237,F,Other
2020-09-25--2020-10-02,光年之外 (電影 《Passengers》 中國區主題曲),G.E.M.,"20,902",https://open.spotify.com/track/1bkvGbgK4HU8B7Ue4k7O7I,Hummingbird Music Ltd.,235,F,Man
2020-09-25--2020-10-02,Children Song,Endy Chow,"20,899",https://open.spotify.com/track/5CamFNiR231zWyRQDDIRRr,WOW Music Ltd.,348,Eng,Can
2020-09-25--2020-10-02,Wishing Well,Juice WRLD,"20,877",https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv,"Grade A Productions, LLC, under exclusive license to Interscope Records",194,Eng,Eng
2020-09-25--2020-10-02,不該,"Jay Chou, A-Mei Chang","20,833",https://open.spotify.com/track/7LyCtbxher5m97MImn5M3l,JVR Music International Ltd.,290,G,Man
2020-09-25--2020-10-02,隔離 - Studio Live Duet,"Jace Chan, Terence Lam","20,794",https://open.spotify.com/track/4xL01OuFjqizPDclF8gDpl,Universal Music Ltd.,248,G,Can
2020-09-25--2020-10-02,年少有為,Ronghao Li,"20,752",https://open.spotify.com/track/6XY80Ofqd8j0SGiEdRLwCp,"Beijing Young Music Culture Development Co., Ltd.",279,Eng,Man
2020-09-25--2020-10-02,As If It's Your Last,BLACKPINK,"20,523",https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot,tertainment,213,G,Other
2020-09-25--2020-10-02,HELICOPTER,CLC,"20,445",https://open.spotify.com/track/2hJS7BdEaH9Jo8MeJujsHT,"CUBE ENTERTAINMENT, INC. / UNIVERSAL MUSIC LLC",225,G,Other
2020-09-25--2020-10-02,"Can You Hear - 劇集 ""白色強人"" 插曲",Kayee Tam,"20,399",https://open.spotify.com/track/2amVta9Moyfrq77T6Z1PuS,The Voice Entertainment Group Limited,243,F,Can
2020-09-25--2020-10-02,傳聞,Pakho Chau,"20,314",https://open.spotify.com/track/0nJx06quWzRoqStpsyv4fe,Warner Music Hong Kong Ltd.,247,Eng,Can
2020-09-25--2020-10-02,相依為命,Jordan Chan,"20,235",https://open.spotify.com/track/4iWvmSCZ0vw3darzWc1qkX,Sony BMG Music Entertainment (Hong Kong) Ltd.,235,Eng,Can
2020-09-25--2020-10-02,DDU-DU DDU-DU,BLACKPINK,"20,227",https://open.spotify.com/track/2aI2k39nfa3KFsa4JclQzw,"YG Entertainment, distributed through Interscope Records",209,G,Other
2020-09-25--2020-10-02,exile (feat. Bon Iver),Taylor Swift,"20,184",https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y,Taylor Swift,285,F,Eng
2020-09-25--2020-10-02,If the World Was Ending (feat. Julia Michaels),JP Saxe,"20,171",https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,"Arista Records, a division of Sony Music Entertainment",208,Eng,Eng
2020-09-18--2020-09-25,Dynamite,BTS,"127,047",https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,BIGHIT MUSIC / HYBE,199,G,Other
2020-09-18--2020-09-25,Ice Cream (with Selena Gomez),BLACKPINK,"97,866",https://open.spotify.com/track/2J4P46vCFm1rPkNkp9pZWX,"YG Entertainment, distributed through Interscope Records",177,G,Other
2020-09-18--2020-09-25,Holy (feat. Chance The Rapper),Justin Bieber,"96,564",https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,The Island Def Jam Music Group,212,Eng,Eng
