date,song,singer,streams,url_list,Company,Duration,gender,lang
2020-12-25--2021-01-01,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,"129,313",https://open.spotify.com/track/3OC84eKMxRJ4x0Hcwl9i4i,Team Ear Music,320,Eng,Can
2020-12-25--2021-01-01,是但求其愛,Eason Chan,"115,204",https://open.spotify.com/track/4IkQXb1IdIziAJmO3FODo7,Eas Music Ltd,269,Eng,Can
2020-12-25--2021-01-01,一人之境 in C major,Terence Lam,"112,750",https://open.spotify.com/track/32QnXosZq7A11knnBAEqk7,Terence Lam Production & Co.,195,Eng,Can
2020-12-25--2021-01-01,時光倒流一句話,Terence Lam,"104,521",https://open.spotify.com/track/63QmxPL3QlchvXcHLsI6UM,Terence Lam Production & Co.,253,Eng,Can
2020-12-25--2021-01-01,隔離 - Studio Live Duet,"Jace Chan, Terence Lam","104,129",https://open.spotify.com/track/4xL01OuFjqizPDclF8gDpl,Universal Music Ltd.,248,G,Can
2020-12-25--2021-01-01,銀河修理員,Dear Jane,"96,079",https://open.spotify.com/track/0pupuSkMBGpzsqG3fWcyPe,Warner Music Hong Kong Ltd.,232,F,Can
2020-12-25--2021-01-01,Afterglow,Ed Sheeran,"91,241",https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq,"ylum Records UK release, a division of Atlantic Records UK, © 2020 Warner Music UK Limited",185,Eng,Eng
2020-12-25--2021-01-01,All I Want for Christmas Is You,Mariah Carey,"89,198",https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Sony Music Entertainment,241,F,Eng
2020-12-25--2021-01-01,Last Christmas,Wham!,"86,615",https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78,Sony Music Entertainment (UK) Ltd.,262,G,Eng
2020-12-25--2021-01-01,Santa Tell Me,Ariana Grande,"84,550",https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,"Republic Records, a division of UMG Recordings, Inc.",204,F,Eng
2020-12-25--2021-01-01,未開始已經結束,Dear Jane,"83,958",https://open.spotify.com/track/3pciLZ7pj3WiwP8AmKdze8,Warner Music Hong Kong Ltd.,307,F,Can
2020-12-25--2021-01-01,Dynamite,BTS,"77,402",https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc,BIGHIT MUSIC / HYBE,199,G,Other
2020-12-25--2021-01-01,下一位前度,Terence Lam,"77,399",https://open.spotify.com/track/0Q3jOuEpx8Esi2qZMQSghl,Terence Lam Production & Co.,275,Eng,Can
2020-12-25--2021-01-01,positions,Ariana Grande,"73,785",https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,"Republic Records, a division of UMG Recordings, Inc.",172,F,Eng
2020-12-25--2021-01-01,炎,LiSA,"73,121",https://open.spotify.com/track/0cSkn2l67csUljEy0EEBPn,Sony Music Labels Inc.,275,F,Other
2020-12-25--2021-01-01,東京人壽,Joey Yung,"71,283",https://open.spotify.com/track/1qc9E4zCJ5utXDQVIAZlkm,EEG Music,257,F,Can
2020-12-25--2021-01-01,How You Like That,BLACKPINK,"67,814",https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,"YG Entertainment, distributed through Interscope Records",182,G,Other
2020-12-25--2021-01-01,34+35,Ariana Grande,"67,677",https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,"Republic Records, a division of UMG Recordings, Inc.",173,F,Eng
2020-12-25--2021-01-01,willow,Taylor Swift,"64,821",https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D,Taylor Swift,214,F,Eng
2020-12-25--2021-01-01,呼吸有害,Karen Mok,"64,793",https://open.spotify.com/track/4t53NE3uBLkTwW9rUgiHC8,Mok-A-Bye Baby Music Limited,192,F,Can
2020-12-25--2021-01-01,"想見你想見你想見你(電視劇""想見你""片尾曲)",831,"64,777",https://open.spotify.com/track/69zgyr5HVKdInjeKpq1qHa,"Rock Records Co., Ltd.",239,G,Man
2020-12-25--2021-01-01,Lovesick Girls,BLACKPINK,"63,581",https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C,"YG Entertainment, distributed through Interscope Records",194,G,Other
2020-12-25--2021-01-01,Jingle Bell Rock,Bobby Helms,"60,614",https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya,"UMG Recordings, Inc.",130,Eng,Eng
2020-12-25--2021-01-01,隔離,Jace Chan,"60,304",https://open.spotify.com/track/7egdaSVtPnuW7YG821w7jz,Universal Music Ltd.,271,F,Can
2020-12-25--2021-01-01,Rockin' Around The Christmas Tree,Brenda Lee,"60,258",https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,"UMG Recordings, Inc.",126,F,Eng
2020-12-25--2021-01-01,哀的美敦書,Dear Jane,"60,227",https://open.spotify.com/track/2mh20y35EhzqMy6su3sJJA,Warner Music Hong Kong Ltd.,269,F,Can
2020-12-25--2021-01-01,It's Beginning to Look a Lot like Christmas,Michael Bublé,"60,001",https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI,Reprise Records,206,Eng,Eng
2020-12-25--2021-01-01,Underneath the Tree,Kelly Clarkson,"59,895",https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5,"RCA Records, a division of Sony Music Entertainment",229,F,Eng
2020-12-25--2021-01-01,Life Goes On,BTS,"59,831",https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD,BIGHIT MUSIC / HYBE,207,G,Other
2020-12-25--2021-01-01,Therefore I Am,Billie Eilish,"58,495",https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,Darkroom/Interscope Records,174,F,Eng
2020-12-25--2021-01-01,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,"58,027",https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1,"Island Records, a division of UMG Recordings, Inc.",178,Eng,Eng
2020-12-25--2021-01-01,飞鸟和蝉,Ren Ran,"57,925",https://open.spotify.com/track/3IveWAHTMxZA4KYBPnylq5,千和世纪,296,F,Man
2020-12-25--2021-01-01,Mistletoe,Justin Bieber,"55,605",https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA,The Island Def Jam Music Group,182,Eng,Eng
2020-12-25--2021-01-01,Memories,Maroon 5,"53,814",https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,Interscope Records (222 Records),189,G,Eng
2020-12-25--2021-01-01,It's the Most Wonderful Time of the Year,Andy Williams,"53,114",https://open.spotify.com/track/1IcR6RlgvDczfvoWJSSY2A,(P) SONY BMG MUSIC ENTERTAINMENT,151,Eng,Eng
2020-12-25--2021-01-01,春秋,Hins Cheung,"52,406",https://open.spotify.com/track/2WVbMoHdWCspdiEa7OnG1D,Universal Music Ltd.,259,Eng,Can
2020-12-25--2021-01-01,2084,Dear Jane,"51,631",https://open.spotify.com/track/6pJT4f6S8GPQ7hWCDvygrN,Warner Music Hong Kong Ltd.,316,F,Can
2020-12-25--2021-01-01,囍帖街,Kay Tse,"51,317",https://open.spotify.com/track/3hU9nGBhYJQwvF8BJ4PUcE,Cinepoly Records Co. Ltd.,211,F,Can
2020-12-25--2021-01-01,時間的初衷 (電影《一秒拳王》主題曲),"Endy Chow, ToNick","50,695",https://open.spotify.com/track/1ubjsQj2DEqPMqC5CCwMEw,mm2 Studios Hong Kong Limited,327,G,Can
2020-12-25--2021-01-01,Someone You Loved,Lewis Capaldi,"50,672",https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,Universal Music GmbH,182,Eng,Eng
2020-12-25--2021-01-01,Señorita,"Shawn Mendes, Camila Cabello","49,716",https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,"Island Records, a division of UMG Recordings, Inc.",190,G,Eng
2020-12-25--2021-01-01,假使世界原來不像你預期,Charmaine Fong,"49,556",https://open.spotify.com/track/53HxUdYRCRMdzYPG0qhGUP,Strawberry Fields Ltd.,267,F,Can
2020-12-25--2021-01-01,紅蓮華,LiSA,"47,883",https://open.spotify.com/track/0qMip0B2D4ePEjBJvAtYre,"9),2020(1,3-6,8,10-13) Sony Music Labels Inc. / 2018(7),2019(2) Sony Music Entertainment (Japan) Inc.",237,F,Other
2020-12-25--2021-01-01,Levitating (feat. DaBaby),Dua Lipa,"47,637",https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,"Dua Lipa Limited under exclusive license to Warner Records UK, a division of Warner Music UK Limited",203,F,Eng
2020-12-25--2021-01-01,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,"47,239",https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg,"Capitol Records, LLC",117,Eng,Eng
2020-12-25--2021-01-01,你瞞我瞞,Jason Chan,"46,902",https://open.spotify.com/track/1eId3TVzGrwv73YAWAVQMX,Sony Music Entertainment Hong Kong Ltd.,237,Eng,Can
2020-12-25--2021-01-01,說好不哭,"Jay Chou, Ashin Chen","46,714",https://open.spotify.com/track/56wVfJKtnwlSZtC4NVgIrf,JVR Music International Ltd.,222,G,Man
2020-12-25--2021-01-01,Holly Jolly Christmas,Michael Bublé,"46,114",https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE,Reprise Records,119,Eng,Eng
2020-12-25--2021-01-01,Lonely (with benny blanco),Justin Bieber,"46,068",https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q,Friends Keep Secrets/Def Jam Recordings/Interscope Records,149,Eng,Eng
2020-12-25--2021-01-01,CRY FOR ME,TWICE,"45,734",https://open.spotify.com/track/0PoAZ7SLFpqpYR9LSCYAo8,JYP Entertainment,204,G,Other
2020-12-25--2021-01-01,我該放手,JC 陳詠桐,"44,987",https://open.spotify.com/track/1ldMLpWMFcD28gbd9TICkv,Amusic,284,F,Can
2020-12-25--2021-01-01,櫻花樹下,Hins Cheung,"44,361",https://open.spotify.com/track/2FgDWCqMCIAATvqr9ozeYm,Universal Music Ltd.,249,Eng,Can
2020-12-25--2021-01-01,Mood (feat. iann dior),24kGoldn,"43,292",https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,"Records Label, LLC / Columbia",140,G,Eng
2020-12-25--2021-01-01,Blinding Lights,The Weeknd,"43,127",https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,"The Weeknd XO, Inc., marketed by Republic Records, a division of UMG Recordings, Inc.",200,Eng,Eng
2020-12-25--2021-01-01,Sleigh Ride,The Ronettes,"42,961",https://open.spotify.com/track/7fUYUcWy853HS8YJn0b3Sr,Sony Music Entertainment,181,G,Eng
2020-12-25--2021-01-01,My Only One,Ronald Cheng,"41,753",https://open.spotify.com/track/2KgNvVqitMretS9ZtdGPpI,Gabia Company Ltd.,201,Eng,Can
2020-12-25--2021-01-01,I CAN'T STOP ME,TWICE,"40,940",https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH,JYP Entertainment,205,G,Other
2020-12-25--2021-01-01,Ice Cream (with Selena Gomez),BLACKPINK,"40,838",https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,"YG Entertainment, distributed through Interscope Records",177,G,Other
2020-12-25--2021-01-01,Pretty Savage,BLACKPINK,"40,101",https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr,"YG Entertainment, distributed through Interscope Records",201,G,Other
2020-12-25--2021-01-01,致明日的舞,Eason Chan,"39,206",https://open.spotify.com/track/4K4giRULEibP61XuMsJJRd,Eas Music Ltd,210,Eng,Can
2020-12-25--2021-01-01,哪裡只得我共你,Dear Jane,"39,085",https://open.spotify.com/track/6oHNXUrt4s5JJIM1WoOwsZ,Warner Music Hong Kong Ltd.,270,F,Can
2020-12-25--2021-01-01,Feliz Navidad,José Feliciano,"38,967",https://open.spotify.com/track/3qCeq0rWK67SoBDgFd2sId,BMG NEW ZEALAND LTD,182,Eng,Other
2020-12-25--2021-01-01,HOLIDAY,Lil Nas X,"38,257",https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli,"Columbia Records, a Division of Sony Music Entertainment",154,Eng,Eng
2020-12-25--2021-01-01,夜に駆ける,YOASOBI,"38,018",https://open.spotify.com/track/3dPtXHP0oXQ4HCWHsOA9js,YOASOBI,261,G,Other
2020-12-25--2021-01-01,未來見,RubberBand,"38,006",https://open.spotify.com/track/5OPqZ5dEqrdPGatJgnZ8xG,R Flat,300,G,Can
2020-12-25--2021-01-01,明年今日,Eason Chan,"36,741",https://open.spotify.com/track/4UD5xrQI4nKftCje1y5Te9,英皇娛樂 (Emperor Entertainment Group),206,Eng,Can
2020-12-25--2021-01-01,只是太愛你,Hins Cheung,"36,160",https://open.spotify.com/track/0hEFpdoj2feFvKNs13MSwa,Universal Music Ltd.,248,Eng,Can
2020-12-25--2021-01-01,WITHOUT YOU,The Kid LAROI,"36,079",https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA,"Columbia Records, a Division of Sony Music Entertainment",161,Eng,Eng
2020-12-25--2021-01-01,正式開始,陳卓賢 Ian,"35,998",https://open.spotify.com/track/1jVw3apCOogFU1mOquNIhC,Music Nation Records Co. Ltd.,208,Eng,Can
2020-12-25--2021-01-01,"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",Eric Chou,"35,880",https://open.spotify.com/track/2gug6MRv4xQFYi9LA3PJCS,Sony Music Entertainment Taiwan Ltd.,287,Eng,Can
2020-12-25--2021-01-01,Snowman,Sia,"35,159",https://open.spotify.com/track/7uoFMmxln0GPXQ0AcCBXRq," 2017 Monkey Puzzle Music, Inc., under exclusive license to Atlantic Recording Corporation for the United States and WEA International for the world excluding the United States.",165,F,Eng
2020-12-25--2021-01-01,可惜我是水瓶座,Miriam Yeung,"34,850",https://open.spotify.com/track/1sWUT5hSawhEctQEQrVQdn,Cinepoly Records Co. Ltd.,215,F,Can
2020-12-25--2021-01-01,怎麼了,Eric Chou,"34,784",https://open.spotify.com/track/5cU1O9P0EDA0rPkPDykhIm,"Sony Music Entertainment Taiwan Ltd. Tracks 1, 3, 5, 6, 9 (P) 2019 M.Star Entertainment. Tracks 2 ,4, 7, 8",321,Eng,Can
2020-12-25--2021-01-01,富士山下,Eason Chan,"34,728",https://open.spotify.com/track/3cthRwQ2X0SNTaauD7tjn5,Cinepoly Records Co. Ltd.,259,Eng,Can
2020-12-25--2021-01-01,Do They Know It's Christmas? - 1984 Version,Band Aid,"34,139",https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf,Band Aid Trust,222,G,Eng
2020-12-25--2021-01-01,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,"33,559",https://open.spotify.com/track/1SV1fxF65n9NhRHp3KlBuu,MPL Communications Inc/Ltd,227,Eng,Eng
2020-12-25--2021-01-01,心淡,Joey Yung,"33,393",https://open.spotify.com/track/0Eum5dQqpUDgwJiUucG3QU,英皇娛樂 (Emperor Entertainment Group),248,F,Can
2020-12-25--2021-01-01,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,"33,232",https://open.spotify.com/track/4kKdvXD0ez7jp1296JmAts,"Columbia Records, a division of Sony Music Entertainment",155,Eng,Eng
2020-12-25--2021-01-01,告白氣球,Jay Chou,"33,076",https://open.spotify.com/track/1ivCIgrYZyE0BvItL4Z8lk,JVR Music International Ltd.,215,Eng,Man
2020-12-25--2021-01-01,無賴,Ronald Cheng,"33,002",https://open.spotify.com/track/1zAFaIAd1kek5IEi5AwPvL,"Gold Typhoon Hong Kong, a Warner Music Group company",243,Eng,Can
2020-12-25--2021-01-01,Holy (feat. Chance The Rapper),Justin Bieber,"32,870",https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,The Island Def Jam Music Group,212,Eng,Eng
2020-12-25--2021-01-01,我們都是這樣長大的,Sammi Cheng,"32,837",https://open.spotify.com/track/37gQxPrcu81gpr5SbOlIJO,Media Asia Music Ltd.,283,F,Can
2020-12-25--2021-01-01,拼命無恙 in Bb major,Terence Lam,"32,806",https://open.spotify.com/track/24tzRRz8r26gOmQB8PEZwv,Terence Lam Production & Co.,241,Eng,Can
2020-12-25--2021-01-01,歲月如歌,Eason Chan,"32,794",https://open.spotify.com/track/209lkexhDOdjGJMv9iw3rJ,,207,Eng,Can
2020-12-25--2021-01-01,Perfect,Ed Sheeran,"32,733",https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,"Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company.",263,Eng,Eng
2020-12-25--2021-01-01,Shallow,"Lady Gaga, Bradley Cooper","32,553",https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,"Interscope Records, Motion Picture Artwork © 2018 Warner Bros. Entertainment Inc. Motion Picture Photography © 2018 Warner Bros. Entertainment Inc. and Metro-Goldwyn-Mayer Inc.,",215,G,Eng
2020-12-25--2021-01-01,Dance Monkey,Tones And I,"31,888",https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,Bad Batch Records,209,F,Eng
2020-12-25--2021-01-01,At My Worst,Pink Sweat$,"31,817",https://open.spotify.com/track/2tI4WyzqOOwC23S5m0kqcB,Atlantic Recording Corporation,170,Eng,Eng
2020-12-25--2021-01-01,you broke me first,Tate McRae,"31,252",https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,"RCA Records, a division of Sony Music Entertainment",169,F,Eng
2020-12-25--2021-01-01,Prisoner (feat. Dua Lipa),Miley Cyrus,"30,915",https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B,"RCA Records, a division of Sony Music Entertainment",169,F,Eng
2020-12-25--2021-01-01,Wonder,Shawn Mendes,"30,792",https://open.spotify.com/track/6ZuahEctZD6w75peme58hm,"Island Records, a division of UMG Recordings, Inc.",172,Eng,Eng
2020-12-25--2021-01-01,命硬,Justin Lo,"30,223",https://open.spotify.com/track/331aol4yMUVA93MsVBZV9R,"Gold Typhoon Hong Kong, a Warner Music Group company",217,Eng,Can
2020-12-25--2021-01-01,Panorama,IZ*ONE,"29,776",https://open.spotify.com/track/0CnpSTdL9l5vQM4YnzXtyo,"OFF THE RECORD Entertainment, SWING Entertainment under licence to Genie Music Corporation, Stone Music Entertainment",222,G,Other
2020-12-25--2021-01-01,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,"29,631",https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,Internet Money Records / TenThousand Projects,195,G,Eng
2020-12-25--2021-01-01,Be Kind (with Halsey),Marshmello,"29,542",https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,"Joytime Collective, under exclusive license to UMG Recordings, Inc.",172,G,Eng
2020-12-25--2021-01-01,單車,Eason Chan,"29,420",https://open.spotify.com/track/2AllsVsmrJkEwXPXwDBCQu,英皇娛樂 (Emperor Entertainment Group),211,Eng,Can
2020-12-25--2021-01-01,Stuck with U (with Justin Bieber),Ariana Grande,"29,366",https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,"Silent Records Ventures, LLC, Def Jam Recordings, a division of UMG Recordings, Inc., and Republic Records, a division of UMG Recordings, Inc.",228,F,Eng
2020-12-25--2021-01-01,Black Mamba,aespa,"29,166",https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51,SM Entertainment,174,G,Other
2020-12-25--2021-01-01,bad guy,Billie Eilish,"28,999",https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,Darkroom/Interscope Records,194,F,Eng
2020-12-25--2021-01-01,Don't Start Now,Dua Lipa,"28,961",https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,"Dua Lipa Limited under exclusive license to Warner Records UK, a division of Warner Music UK Limited",183,F,Eng
2020-12-25--2021-01-01,Something Just Like This,"The Chainsmokers, Coldplay","28,787",https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,Disruptor Records/Columbia Records,247,G,Eng
2020-12-25--2021-01-01,"10,000 Hours (with Justin Bieber)",Dan + Shay,"27,797",https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,Warner Music Nashville LLC.,167,G,Eng
2020-12-25--2021-01-01,The Christmas Song (Shawn Mendes & Camila Cabello),Shawn Mendes,"27,635",https://open.spotify.com/track/66VenHDtrQAw7FCjyF2J56,"Island Records, a division of UMG Recordings, Inc.",196,Eng,Eng
2020-12-25--2021-01-01,Kill This Love,BLACKPINK,"27,524",https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,"YG Entertainment, distributed through Interscope Records",189,G,Other
2020-12-25--2021-01-01,What You Know Bout Love,Pop Smoke,"27,423",https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,"Republic Records, a division of UMG Recordings, Inc. & Victor Victor Worldwide",160,Eng,Eng
2020-12-25--2021-01-01,Intentions (feat. Quavo),Justin Bieber,"27,362",https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,"Def Jam Recordings, a division of UMG Recordings, Inc.",212,Eng,Eng
2020-12-25--2021-01-01,Circles,Post Malone,"27,122",https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,"Republic Records, a division of UMG Recordings, Inc.",215,Eng,Eng
2020-12-25--2021-01-01,幸福門,Gin Lee,"27,054",https://open.spotify.com/track/2P8AawCe1dCQqMflE7FnlW,Universal Music Ltd.,250,F,Can
2020-12-25--2021-01-01,不許你注定一人,Dear Jane,"26,996",https://open.spotify.com/track/0B2fMb8KALZeoFbRv7m3iE,Warner Music Hong Kong Ltd,303,F,Can
2020-12-25--2021-01-01,十分錯 (with MC 張天賦),JUDE,"26,828",https://open.spotify.com/track/6dtBNUWQQ5H9euoEj34o0S,Warner Music Hong Kong Ltd.,221,F,Can
2020-12-25--2021-01-01,一對替代一個,JC 陳詠桐,"26,801",https://open.spotify.com/track/6fsLKcKyqD2I5gGtNijRcj,Amusic,256,F,Can
2020-12-25--2021-01-01,Driving Home for Christmas - 2019 Remaster,Chris Rea,"26,442",https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R,"Magnet Records Ltd, a Warner Music Group Company",241,Eng,Eng
2020-12-25--2021-01-01,Santa Baby,Kylie Minogue,"26,246",https://open.spotify.com/track/2SBr3MK1sdMs8IxdRcN6qz,"Firewheel LLP under exclusive licence to Parlophone Records Limited, a Warner Music Group company",201,F,Eng
2020-12-25--2021-01-01,鯨落,陳卓賢 Ian,"26,061",https://open.spotify.com/track/1rTnGbIahUmq6fK8RWAXfd,Music Nation Records Co Ltd.,242,Eng,Can
2020-12-25--2021-01-01,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,"26,025",https://open.spotify.com/track/3ayrHkyorPEpeOBvZ76SwG,"Koyo Entertainment Co., Ltd.",237,F,Man
2020-12-25--2021-01-01,天梯,C AllStar,"25,984",https://open.spotify.com/track/18zIfBQi4akd3aiTMlvYEY,Media Asia Music Limited,271,G,Can
2020-12-25--2021-01-01,Lemon,Kenshi Yonezu,"25,914",https://open.spotify.com/track/4rvtqOGyTPZJwWtVTNdZbu,"2,8,13), 2019(6,14), 2020(1,3-5,7,9-12,15) Sony Music Labels Inc.",255,Eng,Other
2020-12-25--2021-01-01,羅生門,"Juno Mak, Kay Tse","25,871",https://open.spotify.com/track/7xAVLrbnud6OrU6f4FmxDr,Silly Thing Records Company Ltd.,262,G,Can
2020-12-25--2021-01-01,Shape of You,Ed Sheeran,"25,696",https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,"Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company.",233,Eng,Eng
2020-12-25--2021-01-01,MAGO,GFRIEND,"25,607",https://open.spotify.com/track/46WaBBaEHzgbN88Ew0nh50,"SOURCE MUSIC,under license to Kakao M Corp.",199,G,Other
2020-12-25--2021-01-01,百年樹木,Hins Cheung,"25,566",https://open.spotify.com/track/5ql4tlxS3GtADNsSRi2GnW,EEG Music,306,Eng,Can
2020-12-25--2021-01-01,時光機,Terence Siufay,"25,537",https://open.spotify.com/track/53lFtfrl5Of2Hkr5eiNscQ,"Gold Typhoon Hong Kong, a Warner Music Group company",208,Eng,Can
2020-12-25--2021-01-01,Watermelon Sugar,Harry Styles,"25,408",https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,"Erskine Records Limited, under exclusive license to Columbia Records, a Division of Sony Music Entertainment",174,Eng,Eng
2020-12-25--2021-01-01,劫後餘生,Pakho Chau,"25,302",https://open.spotify.com/track/4EdauvO1Nr1bLeijHoyHWv,The Voice Entertainment Group Limited,232,Eng,Can
2020-12-25--2021-01-01,The Christmas Song (Merry Christmas To You),Nat King Cole,"25,272",https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON,"UMG Recordings, Inc.",192,Eng,Eng
2020-12-25--2021-01-01,三生一吻,Kay Tse,"25,194",https://open.spotify.com/track/6UkfKn5YAHEPk4IEULS6OK,樂有限公司 imagine.nation entertainment limited,291,F,Can
2020-12-25--2021-01-01,Rain On Me (with Ariana Grande),Lady Gaga,"25,116",https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,Interscope Records,182,F,Eng
2020-12-25--2021-01-01,eight(Prod.&Feat. SUGA of BTS),IU,"25,050",https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe,"EDAM Entertainment,under license to Kakao Entertainment",167,F,Other
2020-12-25--2021-01-01,What Do I Call You,TAEYEON,"25,012",https://open.spotify.com/track/3Wu4lFjkhcXxB6WWaX9gtr,SM Entertainment,167,Eng,Other
2020-12-25--2021-01-01,If the World Was Ending (feat. Julia Michaels),JP Saxe,"24,966",https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,"Arista Records, a division of Sony Music Entertainment",208,Eng,Eng
2020-12-25--2021-01-01,DÁKITI,"Bad Bunny, Jhay Cortez","24,814",https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,Rimas Entertainment LLC,205,G,Other
2020-12-25--2021-01-01,有心人,Leslie Cheung,"24,526",https://open.spotify.com/track/1eMujWp9h2cSEPIiO6xOhN,"Rock Records Co., Ltd.",268,Eng,Can
2020-12-25--2021-01-01,如果能幸福 - HBO Asia原創影集《戒指流浪記》片尾曲,Eric Chou,"24,393",https://open.spotify.com/track/0TVrlU8El0K6U1pC2LOt09,M.Star Entertainment,259,Eng,Can
2020-12-25--2021-01-01,champagne problems,Taylor Swift,"24,390",https://open.spotify.com/track/0sY6ZUTh4yoctD8VIXz339,Taylor Swift,244,F,Eng
2020-12-25--2021-01-01,說散就散,JC 陳詠桐,"24,385",https://open.spotify.com/track/35fpQiijFocukVyzHCjhCn,Amusic,230,F,Can
2020-12-25--2021-01-01,Before You Go,Lewis Capaldi,"24,216",https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,Universal Music GmbH,215,Eng,Eng
2020-12-25--2021-01-01,ハルカ,YOASOBI,"24,184",https://open.spotify.com/track/6wKmxUeMJAoz2GpMrw95z5,YOASOBI,243,G,Other
2020-12-25--2021-01-01,Wonderful U,AGA,"24,152",https://open.spotify.com/track/2eSNpIOFoi1Q8wxw6CycXJ,Universal Music Ltd.,248,F,Can
2020-12-25--2021-01-01,開燈 . 熄燈 - 熄燈版,Gin Lee,"24,127",https://open.spotify.com/track/0ESNH8JaBCbLb2PH5rZpL1,Universal Music Ltd.,255,F,Can
2020-12-25--2021-01-01,2002,Anne-Marie,"24,025",https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,"Major Tom's / Asylum Records, a division of Warner Music UK Limited with the exception of tracks 3 and 13 (P) 2015, track 17 (P) 2016 and tracks 2, 5, 9 (P) 2017 Major Tom's / Asylum Records, a division of Warner Music UK Limited and track 7 (P) 2018 Joytime Collective under exclusive licence to Asylum Records, a division of Warner Music UK Limited and track 18 (P)2018 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company",186,F,Eng
